id,carat,cut,color,clarity,depth,table,x,y,z,price
14570,0.72,Good,H,SI2,57.9,58.0,5.98,5.91,3.44,2056
26670,2.1,Good,H,SI1,63.7,61.0,8.1,8.07,5.15,12121
4595,0.31,Ideal,I,SI1,62.2,56.0,4.34,4.37,2.71,418
17290,0.31,Premium,H,VS2,61.9,58.0,4.39,4.37,2.71,628
9249,0.73,Ideal,E,VVS2,62.0,57.0,5.79,5.73,3.57,3714
4263,0.7,Very Good,J,SI1,58.4,62.0,5.85,5.87,3.42,1836
7078,2.01,Very Good,H,SI2,63.4,60.0,7.97,7.89,5.03,11780
12853,1.19,Premium,J,SI2,58.4,60.0,6.98,6.92,4.06,4198
20901,0.7,Very Good,D,VS2,63.0,56.0,5.61,5.69,3.56,2960
20397,1.36,Ideal,F,VVS2,61.6,56.0,7.17,7.08,4.39,12608
23026,0.58,Premium,G,VS1,61.5,58.0,5.35,5.41,3.31,1884
243,0.32,Very Good,G,VS2,60.9,58.0,4.42,4.45,2.7,564
14655,0.31,Ideal,D,VS2,62.1,55.0,4.31,4.32,2.68,734
6081,0.39,Ideal,E,VS1,62.3,57.0,4.67,4.64,2.9,1097
1970,0.34,Ideal,G,IF,61.4,56.0,4.5,4.53,2.77,974
5857,0.41,Premium,F,VVS2,60.1,58.0,4.79,4.83,2.89,1115
20054,1.54,Premium,F,SI1,60.9,59.0,7.56,7.46,4.57,11897
18669,0.73,Ideal,D,SI1,60.2,56.0,5.86,5.94,3.55,2632
25711,0.41,Ideal,G,VVS1,62.4,53.0,4.79,4.8,2.99,1068
9475,0.7,Very Good,D,VS1,62.8,59.0,5.63,5.68,3.55,3247
5566,1.16,Premium,H,SI2,60.2,59.0,6.84,6.78,4.1,4872
24456,0.32,Very Good,H,VVS1,62.3,56.0,4.35,4.37,2.72,672
4821,1.11,Ideal,E,SI1,62.1,55.0,6.66,6.68,4.14,7218
23313,0.78,Ideal,H,SI2,61.6,54.0,5.94,5.88,3.64,2332
2093,1.51,Good,E,I1,,59.0,7.56,7.51,4.33,5601
14139,2.01,Ideal,H,SI1,61.9,57.0,8.14,8.05,5.01,17403
12020,0.7,Ideal,G,VS1,60.6,57.0,5.75,5.7,3.47,2535
4923,1.01,Ideal,E,SI2,61.1,57.0,6.52,6.48,3.97,4751
13292,1.3,Premium,J,SI2,61.1,61.0,7.0,6.95,4.26,5140
8454,0.9,Good,D,SI2,63.8,58.0,6.09,6.13,3.9,3806
96,0.33,Ideal,E,VS1,60.9,57.0,4.47,4.5,2.73,850
11013,1.03,Premium,I,VS1,60.4,59.0,6.51,6.57,3.95,5012
26016,0.59,Premium,E,SI1,61.8,60.0,5.33,5.39,3.31,1664
7427,0.72,Very Good,J,VS1,64.0,57.0,5.67,5.71,3.64,2066
5561,0.53,Ideal,I,SI1,61.5,56.0,5.21,5.23,3.21,1094
3973,0.31,Ideal,G,VVS1,60.6,57.0,4.38,4.4,2.66,816
14785,0.31,Ideal,D,VS1,62.1,57.0,4.35,4.32,2.69,877
7888,0.4,Ideal,D,VS2,61.6,57.0,4.77,4.71,2.92,1050
15629,0.73,Premium,G,VS2,60.3,57.0,5.88,5.82,3.53,2581
21583,0.92,Premium,G,SI2,62.4,57.0,6.22,6.18,3.87,3555
17481,0.32,Ideal,G,VVS2,62.4,54.0,4.38,4.37,2.73,936
17394,0.91,Very Good,E,SI1,63.1,58.0,6.17,6.12,3.88,4434
24600,1.58,Premium,G,VVS2,62.4,56.0,7.5,7.4,4.65,14855
12647,0.3,Very Good,E,VVS2,61.9,59.0,4.27,4.32,2.66,789
11139,1.7,Very Good,F,SI2,63.4,57.0,7.54,7.57,4.79,11091
18230,1.12,Premium,I,VS1,62.2,59.0,6.66,6.59,4.12,5058
22159,0.7,Very Good,G,SI1,62.5,59.0,5.69,5.73,3.57,2545
14110,0.91,Very Good,G,SI1,63.5,58.0,6.15,6.04,3.87,4081
1011,1.02,Fair,E,VS2,66.6,57.0,6.09,6.14,4.07,5350
7388,0.5,Ideal,E,SI2,62.5,57.0,5.07,5.04,3.16,1240
4257,1.26,Very Good,H,SI1,62.5,56.0,6.88,6.93,4.31,7477
19628,0.28,Ideal,F,IF,,53.0,4.18,4.19,2.62,787
18683,1.36,Premium,H,SI2,60.1,56.0,7.23,7.18,4.38,5103
17920,0.9,Good,D,SI1,61.9,62.0,6.15,6.17,3.81,4419
25709,0.3,Premium,D,SI1,62.0,60.0,4.26,4.29,2.65,552
5244,1.01,Ideal,F,VS2,60.9,57.0,6.48,6.45,3.94,6787
26814,0.88,Ideal,E,SI2,62.2,57.0,6.08,6.2,3.82,3329
9819,0.35,Ideal,F,VS2,61.4,54.0,4.58,4.54,2.8,906
21779,0.71,Fair,J,VS2,64.4,56.0,5.64,5.6,3.62,1826
23169,1.18,Ideal,I,VS1,62.2,57.0,6.76,6.72,4.19,5551
5189,0.79,Good,J,VS2,57.6,59.0,6.13,6.06,3.51,2048
4155,0.46,Very Good,E,SI1,,63.0,5.09,5.02,3.0,1032
1260,0.3,Ideal,E,VS2,63.8,56.0,4.28,4.2,2.71,619
21207,1.5,Ideal,F,VS2,61.4,55.0,7.44,7.35,4.54,14372
23333,0.54,Very Good,I,VS2,62.3,56.0,5.17,5.22,3.24,1317
22841,0.4,Very Good,F,VVS2,60.9,52.0,4.81,4.83,2.94,1049
18881,0.3,Premium,G,VVS1,61.3,58.0,4.33,4.29,2.64,945
25260,0.38,Ideal,H,VS1,,55.4,4.63,4.68,2.89,714
24797,0.54,Ideal,D,VVS2,61.2,55.0,5.25,5.31,3.23,2302
14270,0.52,Ideal,G,VS1,63.0,54.0,5.17,5.12,3.24,1694
19775,1.13,Ideal,I,VS2,62.3,56.0,6.63,6.73,4.16,4940
22529,2.03,Premium,I,SI1,59.9,58.0,8.23,8.21,4.92,15095
22780,0.3,Ideal,E,VS2,62.0,55.0,4.27,4.31,2.66,658
4436,1.02,Premium,F,SI2,61.5,58.0,6.42,6.49,3.97,4459
4654,0.56,Ideal,E,SI1,60.9,56.0,5.35,5.32,3.25,1698
13890,0.51,Ideal,F,SI2,61.1,56.0,5.18,5.21,3.17,1139
19664,0.5,Ideal,H,SI1,59.2,62.0,5.17,5.2,3.07,1160
3681,1.21,Premium,H,SI2,60.6,56.0,6.92,6.84,4.17,5140
12503,1.01,Good,F,SI2,63.1,58.0,6.34,6.38,4.01,4004
23814,0.31,Very Good,J,VS2,62.3,60.0,4.29,4.34,2.69,380
9559,1.24,Ideal,H,VVS2,62.0,56.0,6.92,6.86,4.27,8069
18685,0.43,Very Good,G,SI1,63.1,58.0,4.79,4.75,3.01,903
23694,0.54,Ideal,G,SI1,60.0,57.0,5.31,5.36,3.2,1999
24872,1.3,Fair,H,I1,64.4,57.0,6.93,6.86,4.44,2512
15658,0.47,Premium,E,SI2,58.7,60.0,5.13,5.09,3.0,1072
18282,0.4,Premium,D,SI2,61.9,58.0,4.73,4.71,2.92,855
19882,1.08,Ideal,H,SI2,61.8,55.0,6.57,6.6,4.07,4491
3365,2.0,Premium,H,SI2,62.8,57.0,8.05,8.01,5.04,11975
15302,0.4,Premium,F,VVS1,60.8,59.0,4.76,4.74,2.89,1323
5849,0.9,Very Good,I,VS1,62.2,58.0,6.13,6.18,3.83,3644
23664,0.31,Ideal,F,IF,61.4,56.0,4.4,4.43,2.71,1168
4763,1.77,Very Good,J,SI2,63.4,60.0,7.65,7.61,4.84,8257
11679,2.01,Premium,H,SI1,60.2,58.0,8.06,8.03,4.84,14502
24673,0.92,Premium,E,SI2,61.7,59.0,6.27,6.18,3.84,3941
26323,1.16,Ideal,G,SI2,61.3,55.0,6.79,6.84,4.18,4425
24521,0.7,Good,G,VS2,63.1,58.0,5.66,5.69,3.58,2282
16680,0.41,Ideal,G,IF,62.0,55.0,4.8,4.81,2.98,1425
20383,0.71,Premium,F,SI1,62.2,58.0,5.74,5.67,3.55,2352
2846,0.31,Very Good,G,VS2,63.1,56.0,4.37,4.31,2.74,698
2983,1.01,Premium,H,SI1,59.5,59.0,6.56,6.52,3.89,4771
12132,0.26,Good,H,VVS2,63.3,58.0,4.04,4.08,2.57,468
6484,0.81,Very Good,G,SI2,62.9,56.9,5.89,5.96,3.73,2493
2335,1.24,Premium,F,VS1,61.5,57.0,6.97,6.86,4.25,9333
22085,0.4,Very Good,E,SI1,61.3,61.0,4.73,4.76,2.91,737
381,0.32,Very Good,H,VVS1,61.2,57.0,4.39,4.42,2.69,672
18799,0.31,Premium,E,SI1,62.6,60.0,4.31,4.35,2.71,544
1233,1.01,Good,E,SI1,63.1,60.0,6.34,6.37,4.01,4912
7188,0.51,Premium,G,VVS1,62.4,58.0,5.09,5.13,3.19,1925
18765,0.43,Ideal,G,VVS1,61.4,55.0,4.86,4.91,3.0,1207
14999,0.59,Very Good,E,SI2,60.5,58.0,5.43,5.51,3.31,1325
11336,0.41,Very Good,G,SI1,62.5,57.0,4.69,4.72,2.94,719
21678,1.59,Ideal,J,VVS2,60.3,57.0,7.65,7.58,4.59,8227
14587,1.51,Ideal,D,SI1,,56.0,7.3,7.4,4.58,12688
12529,0.57,Ideal,G,VVS1,61.9,57.0,5.31,5.35,3.3,2217
2905,0.58,Ideal,F,VS1,62.1,56.0,5.32,5.38,3.32,1983
9243,1.0,Very Good,E,I1,62.3,58.0,6.33,6.38,3.96,3080
1710,1.0,Very Good,G,VS2,62.7,58.0,6.34,6.42,4.0,5544
26069,1.02,Premium,H,SI1,61.1,58.0,6.51,6.46,3.96,5084
10940,1.2,Ideal,H,SI1,62.0,58.0,6.78,6.83,4.22,6450
24827,1.03,Very Good,H,SI2,63.1,56.0,6.43,6.38,4.04,3288
25615,0.93,Ideal,I,SI1,62.0,57.0,6.22,6.26,3.87,2917
19760,1.53,Premium,H,VVS2,60.4,60.0,7.41,7.46,4.49,11982
19324,0.58,Good,G,VS2,58.4,59.0,5.4,5.46,3.17,1605
14944,0.9,Very Good,E,SI1,62.9,57.0,6.11,6.17,3.86,3510
15832,0.37,Premium,D,VS1,61.9,58.0,4.56,4.62,2.84,941
23414,0.32,Good,F,SI2,63.1,56.0,4.34,4.38,2.75,421
20363,1.02,Premium,G,SI1,62.6,59.0,6.43,6.38,4.01,4449
13470,1.08,Ideal,G,SI2,62.2,56.0,6.56,6.59,4.09,4544
11497,0.33,Very Good,G,SI2,60.0,56.0,4.52,4.55,2.73,460
2828,2.01,Very Good,I,VS1,61.5,62.0,7.94,8.07,4.92,15335
1448,0.32,Ideal,F,VVS2,61.3,56.0,4.42,4.45,2.72,1002
26959,1.37,Premium,E,SI2,61.0,57.0,7.25,7.19,4.4,6751
13602,0.41,Ideal,D,VS1,62.6,55.0,4.75,4.77,2.98,1019
9447,0.9,Premium,E,SI2,61.7,58.0,6.18,6.11,3.79,3830
26140,1.36,Ideal,F,SI2,62.0,56.0,7.08,7.11,4.4,7157
1237,1.08,Premium,F,SI2,60.2,59.0,6.65,6.6,3.99,4488
25717,0.3,Ideal,D,SI1,62.2,55.0,4.29,4.33,2.68,552
919,0.32,Very Good,G,VVS2,62.0,55.0,4.39,4.42,2.73,730
12686,0.53,Very Good,F,SI2,63.2,55.0,5.17,5.18,3.27,1110
11776,1.41,Very Good,H,SI1,62.6,59.0,7.08,7.14,4.45,8283
7780,0.9,Good,G,SI1,63.2,62.0,6.09,6.19,3.88,3574
18431,0.3,Ideal,F,VS2,61.4,57.0,4.36,4.34,2.67,776
12887,1.55,Ideal,I,VVS1,62.1,56.0,7.36,7.43,4.59,11869
12800,2.1,Very Good,I,VS2,59.4,60.0,8.39,8.47,5.01,17837
12452,1.22,Good,G,VS2,59.9,61.0,6.88,6.91,4.13,8533
3472,0.91,Very Good,J,VS2,61.6,59.0,6.13,6.25,3.81,3290
6303,0.31,Ideal,F,IF,61.5,55.0,4.34,4.37,2.68,1061
16251,0.51,Ideal,G,VVS2,61.9,55.0,5.19,5.15,3.2,1974
23902,0.55,Ideal,H,SI2,62.6,56.0,5.24,5.27,3.29,1037
17695,1.0,Very Good,E,VVS2,59.1,58.0,6.5,6.57,3.86,9815
7700,0.38,Ideal,D,VVS1,61.3,56.0,4.65,4.71,2.87,1400
11826,0.47,Premium,G,SI1,62.7,58.0,4.97,4.99,3.12,931
26651,0.71,Ideal,E,VS2,61.8,57.0,5.73,5.7,3.53,2654
14721,0.72,Ideal,F,SI2,62.0,57.0,5.72,5.76,3.56,2359
11783,0.53,Good,D,SI1,63.8,56.0,5.16,5.12,3.28,1636
2732,1.01,Very Good,G,VS2,63.2,57.0,6.35,6.3,4.0,5701
2517,0.5,Very Good,I,SI1,62.5,57.0,5.06,5.09,3.17,1035
4218,0.34,Ideal,D,VS2,62.9,56.0,4.5,4.44,2.81,1033
22149,1.01,Very Good,F,SI1,63.3,59.0,6.42,6.38,4.05,4989
24324,0.38,Ideal,H,VS1,60.6,57.0,4.73,4.7,2.85,1117
12568,1.52,Ideal,G,VVS2,60.6,57.0,7.45,7.49,4.52,15760
8012,0.78,Ideal,G,SI2,61.5,56.0,5.94,5.97,3.66,2706
2223,0.34,Ideal,D,VS2,60.6,57.0,4.53,4.51,2.74,1033
17415,0.3,Very Good,H,VS2,62.7,59.0,4.22,4.27,2.66,473
5098,0.83,Premium,H,SI1,62.5,59.0,6.02,5.95,3.74,2825
17045,0.5,Premium,E,VS1,60.1,58.0,5.21,5.17,3.12,1672
11931,0.32,Premium,H,SI1,60.9,60.0,4.4,4.43,2.69,461
16215,0.33,Ideal,I,VVS2,62.4,56.0,4.41,4.43,2.76,579
19432,0.59,Premium,E,VS2,62.5,56.0,5.4,5.36,3.36,2578
20523,2.04,Very Good,I,VS2,62.5,58.0,8.09,8.22,5.1,16874
3927,0.82,Premium,E,SI2,62.0,59.0,6.02,5.94,3.71,2593
13900,1.71,Ideal,E,SI2,61.9,57.0,7.69,7.65,4.75,11816
26840,0.7,Very Good,H,VS1,62.1,56.0,5.65,5.68,3.52,2422
15493,1.05,Ideal,F,VS2,62.7,56.0,6.52,6.59,4.11,6403
10405,0.9,Good,E,SI1,,55.0,6.12,6.22,3.92,3570
13064,1.51,Premium,G,SI2,62.4,57.0,7.35,7.29,4.57,7695
1731,0.33,Premium,G,VVS1,61.9,59.0,4.38,4.41,2.72,868
271,0.5,Ideal,G,VVS1,62.2,54.0,5.1,5.13,3.18,1883
7762,0.54,Ideal,F,SI2,61.1,56.0,5.26,5.22,3.2,1240
1696,1.26,Ideal,H,VS1,60.9,57.0,6.97,6.99,4.25,8238
2667,0.4,Ideal,E,VVS1,61.7,55.0,4.74,4.76,2.93,1778
23188,0.4,Premium,E,VVS1,61.4,59.0,4.68,4.74,2.89,1333
4638,0.41,Ideal,D,VS2,61.9,56.0,4.77,4.8,2.96,1007
19252,1.32,Ideal,H,VVS2,62.0,54.0,7.05,7.06,4.37,9571
297,0.4,Ideal,D,SI1,61.8,55.0,4.74,4.78,2.94,772
15500,0.4,Ideal,F,VS1,61.1,56.0,4.78,4.75,2.91,1050
18103,0.52,Good,D,SI1,63.7,55.0,5.12,5.09,3.25,1605
11810,0.5,Ideal,E,VS2,,55.0,5.12,5.14,3.15,1614
7790,1.51,Premium,F,VS2,62.5,58.0,7.36,7.21,4.55,14294
7444,0.6,Ideal,E,SI1,61.3,56.0,5.49,5.44,3.35,1890
15940,1.09,Very Good,F,IF,61.1,58.0,6.63,6.69,4.07,10663
13589,0.36,Ideal,F,VS1,60.1,57.0,4.62,4.67,2.79,789
14285,1.63,Ideal,I,VS2,61.8,56.0,7.56,7.59,4.68,11963
13441,0.38,Very Good,J,SI1,63.2,59.0,4.59,4.62,2.91,538
23888,0.32,Very Good,H,SI1,61.8,56.0,4.38,4.41,2.71,482
7001,0.55,Good,F,VS1,59.5,62.0,5.3,5.35,3.17,1682
5926,0.54,Ideal,D,SI1,60.8,57.0,5.25,5.31,3.21,1662
8077,0.72,Premium,H,IF,58.7,59.0,5.94,5.88,3.47,3048
13411,1.03,Very Good,F,SI2,61.8,59.0,6.43,6.48,3.99,4414
6894,0.47,Very Good,E,VS1,61.8,58.0,4.97,5.03,3.09,1566
15243,0.38,Premium,I,VS1,59.9,60.0,4.72,4.66,2.81,898
4,0.42,Ideal,F,VS1,61.6,56.0,4.82,4.8,2.96,1082
880,0.38,Good,F,VS2,62.7,58.0,4.56,4.6,2.87,752
26920,1.02,Premium,H,VS2,62.5,60.0,6.38,6.43,4.0,5217
24086,0.25,Good,E,VVS1,61.3,61.0,4.04,4.08,2.49,575
2126,0.31,Ideal,H,VVS2,62.2,57.0,4.32,4.36,2.7,625
11020,0.4,Very Good,F,VVS1,61.9,59.0,4.71,4.75,2.93,1111
1837,1.01,Premium,E,VS2,62.0,59.0,6.46,6.44,4.0,6787
7990,1.07,Very Good,E,SI2,61.7,58.0,6.54,6.56,4.04,5304
24523,1.52,Premium,G,VVS1,60.4,59.0,7.38,7.48,4.49,15959
20303,0.56,Very Good,D,SI1,,57.0,5.22,5.19,3.29,1777
21204,1.55,Ideal,J,VS2,61.7,57.0,7.37,7.42,4.56,7416
20176,0.61,Very Good,E,SI1,62.1,55.0,5.43,5.46,3.38,1829
23367,1.7,Very Good,H,VS2,61.8,59.0,7.58,7.66,4.71,12257
2556,0.71,Premium,D,SI1,60.6,58.0,5.79,5.77,3.5,2863
9354,1.2,Premium,E,SI1,,57.0,6.98,6.84,4.17,7362
11343,1.23,Premium,G,VS1,59.6,60.0,6.99,6.94,4.15,8293
1146,0.71,Good,F,IF,62.1,62.0,5.68,5.79,3.56,3393
21774,1.0,Ideal,D,SI1,61.9,57.0,6.39,6.41,3.96,5804
10981,1.1,Premium,G,VS2,59.6,60.0,6.72,6.7,4.0,6121
20843,1.63,Ideal,G,VS1,61.5,57.0,7.58,7.6,4.67,16241
22551,0.76,Very Good,F,SI1,62.9,57.0,5.79,5.81,3.65,2770
593,1.04,Very Good,D,SI1,63.4,55.0,6.41,6.46,4.08,5557
9981,1.5,Very Good,E,SI2,62.1,59.0,7.26,7.33,4.53,9548
17093,1.0,Good,I,VS1,59.6,61.0,6.48,6.53,3.88,4624
14936,0.3,Ideal,E,VS1,60.6,56.0,4.35,4.36,2.64,735
17514,0.8,Very Good,G,SI1,62.9,56.0,5.88,5.95,3.72,3070
3308,1.7,Good,J,VS2,63.6,59.0,7.53,7.48,4.77,8134
7153,0.7,Ideal,E,SI1,62.7,55.0,5.68,5.74,3.58,2774
23009,0.91,Very Good,I,SI2,62.8,61.0,6.15,6.18,3.87,2832
23540,1.16,Ideal,G,IF,62.0,57.0,6.73,6.7,4.16,10082
2484,0.81,Premium,E,VS2,61.5,58.0,5.99,5.94,3.97,3674
21568,0.32,Ideal,F,VVS2,62.1,55.0,4.37,4.39,2.72,800
20169,0.33,Premium,F,VS2,60.1,58.0,4.45,4.47,2.68,666
9980,1.2,Ideal,I,VS2,62.3,57.0,6.74,6.8,4.22,5736
15831,0.32,Ideal,D,SI1,60.8,57.0,4.44,4.41,2.69,756
6893,0.41,Ideal,G,SI1,61.7,54.0,4.78,4.81,2.96,688
13107,0.38,Premium,I,VS1,59.9,60.0,4.66,4.72,2.81,700
498,0.55,Ideal,E,VS2,61.4,56.0,5.26,5.32,3.25,1667
6923,1.0,Premium,G,VS2,61.5,58.0,6.39,6.36,3.92,5967
19751,0.73,Ideal,H,VVS1,62.1,56.0,5.75,5.8,3.59,3220
23216,1.01,Very Good,H,SI1,61.8,60.0,6.38,6.44,3.96,4855
19698,0.4,Good,H,VS2,59.4,64.0,4.82,4.75,2.84,945
548,1.59,Premium,H,VVS2,63.0,58.0,7.48,7.43,4.7,12409
9691,1.67,Very Good,I,VS1,61.6,59.1,7.61,7.64,4.7,11867
13122,0.3,Premium,H,VVS2,62.1,52.0,4.31,4.29,2.67,776
10768,1.12,Ideal,G,VS1,62.3,57.0,6.59,6.64,4.12,6918
18039,0.23,Very Good,F,VS1,63.2,58.0,3.89,3.86,2.45,483
23111,0.3,Very Good,G,VS1,62.8,59.0,4.23,4.27,2.67,605
17122,0.71,Very Good,D,VS1,64.1,57.0,5.64,5.66,3.62,3332
5402,1.0,Ideal,F,VS2,61.7,58.0,6.37,6.43,3.95,6424
7387,0.32,Ideal,H,VS1,61.1,56.0,4.46,4.44,2.72,720
20701,0.71,Very Good,G,SI1,62.7,58.0,5.7,5.72,3.58,2274
16417,1.22,Ideal,F,VS1,62.3,57.0,6.79,6.83,4.24,9920
23331,0.71,Ideal,H,SI2,62.1,56.0,5.76,5.71,3.56,2086
19671,1.24,Premium,H,VS1,61.2,59.0,6.91,6.94,4.24,7358
13603,1.58,Ideal,F,SI1,60.2,56.0,7.57,7.64,4.58,12991
21206,0.73,Very Good,G,VS1,60.7,55.0,5.87,5.89,3.57,3011
3450,1.2,Very Good,G,VS1,60.2,60.0,6.91,7.0,4.19,8442
25576,0.43,Very Good,E,VVS2,59.3,59.0,4.95,4.97,2.94,1291
7482,0.31,Very Good,I,VS1,63.0,58.0,4.29,4.32,2.71,489
25941,0.24,Very Good,G,VVS1,62.3,59.0,3.92,3.95,2.45,432
12009,0.31,Ideal,I,VVS1,62.0,54.0,4.34,4.37,2.7,571
8452,0.78,Ideal,E,VS2,62.0,55.0,5.95,5.89,3.67,3276
16938,0.74,Premium,D,SI1,59.5,60.0,5.95,5.88,3.52,2369
3708,0.61,Very Good,I,VS2,62.4,57.0,5.4,5.43,3.38,1572
11523,0.31,Ideal,G,IF,61.6,56.0,4.37,4.4,2.7,839
14962,0.31,Ideal,F,VS2,62.1,57.0,4.36,4.34,2.7,802
25882,0.9,Ideal,H,SI2,62.3,57.0,6.16,6.19,3.85,3794
2010,2.01,Premium,H,VS2,,61.0,8.14,8.09,4.96,15528
11309,0.53,Ideal,E,VS2,60.0,57.0,5.3,5.24,3.16,1813
13238,0.53,Ideal,G,VVS2,62.5,54.0,5.21,5.19,3.25,1914
21590,1.11,Very Good,H,SI2,59.8,60.0,6.66,6.75,4.01,4456
11873,0.4,Very Good,D,SI1,60.0,56.0,4.82,4.85,2.9,708
26109,0.98,Very Good,H,SI2,62.1,59.0,6.33,6.39,3.95,3731
9438,0.91,Very Good,F,VS1,63.5,56.0,6.18,6.14,3.91,4739
23800,0.39,Very Good,G,VS2,63.4,57.0,4.67,4.63,2.95,1009
24202,0.71,Ideal,D,SI1,61.3,57.0,5.74,5.78,3.53,2690
2969,0.82,Premium,I,VS2,62.2,59.0,6.03,5.97,3.73,2716
6423,2.21,Premium,H,I1,62.2,58.0,8.31,8.27,5.16,6535
7076,0.31,Premium,D,VS1,,58.0,4.45,4.4,2.64,1011
11919,0.23,Very Good,E,VVS2,61.9,60.0,3.93,3.96,2.44,505
11245,0.71,Ideal,D,VS2,61.2,57.0,5.72,5.76,3.51,4029
8392,2.21,Premium,H,SI2,61.3,60.0,8.35,8.33,5.11,14032
5555,0.31,Very Good,D,SI2,62.7,59.0,4.3,4.35,2.71,462
3644,0.41,Good,J,VS2,64.3,55.0,4.7,4.66,3.01,784
13986,0.53,Premium,E,SI2,60.5,60.0,5.21,5.24,3.16,1141
12589,2.0,Premium,J,VVS2,63.0,59.0,8.0,7.97,5.03,15214
3310,0.46,Good,F,VS1,61.6,62.2,4.84,5.0,3.04,1168
7606,0.3,Very Good,H,IF,62.9,58.0,4.26,4.29,2.69,789
3729,1.24,Ideal,I,SI1,62.0,58.0,6.83,6.88,4.25,6232
20688,1.01,Premium,G,VS1,60.8,58.0,6.44,6.51,3.94,6499
2012,0.82,Premium,F,SI2,59.5,62.0,6.13,6.08,3.63,2688
17087,0.7,Ideal,I,VS1,63.0,54.0,5.63,5.7,3.57,2142
24495,1.01,Very Good,F,VVS2,61.1,58.0,6.43,6.47,3.94,9065
2155,0.53,Very Good,E,VS1,61.7,59.0,5.18,5.2,3.2,1844
10384,0.55,Good,F,SI1,64.3,57.9,5.16,5.21,3.33,1400
16852,1.01,Fair,I,VS1,64.9,56.0,6.29,6.2,4.07,3801
17064,1.25,Very Good,G,VS2,63.5,60.0,6.74,6.64,4.25,8575
4152,0.32,Ideal,E,SI1,61.5,55.0,4.4,4.44,2.72,682
19186,0.51,Ideal,D,VS2,61.5,57.0,5.11,5.14,3.15,1787
24675,0.62,Premium,H,VVS1,61.9,58.0,5.49,5.46,3.39,2232
15566,0.82,Good,G,VS2,64.0,57.0,5.92,5.89,3.78,2805
14867,1.17,Premium,D,VS1,61.7,59.0,6.77,6.72,4.16,10115
5258,0.9,Very Good,G,SI1,62.0,58.0,6.14,6.18,3.82,3841
4873,1.16,Ideal,D,VS1,61.2,58.0,6.73,6.76,4.13,10241
1950,0.55,Premium,F,VS2,59.0,58.0,5.38,5.33,3.16,1931
4220,1.07,Premium,G,SI2,59.8,60.0,6.7,6.65,3.99,4278
20729,0.4,Ideal,E,VVS2,62.4,59.0,4.7,4.73,2.94,1166
13851,1.01,Very Good,H,VS1,63.0,55.0,6.35,6.41,4.02,5055
1232,0.5,Ideal,D,SI2,61.6,57.0,5.1,5.13,3.15,1239
3169,0.51,Ideal,D,VS1,61.7,54.0,5.12,5.15,3.17,1752
16585,0.28,Very Good,G,VVS1,61.9,55.0,4.18,4.2,2.6,586
8707,0.3,Premium,D,VS1,59.7,58.0,4.39,4.32,2.6,848
13261,1.09,Ideal,E,VVS2,60.9,56.0,6.66,6.7,4.07,10333
22510,0.6,Ideal,D,VVS2,61.9,55.0,5.41,5.45,3.36,3382
25017,0.34,Ideal,E,VS1,61.2,57.0,4.51,4.45,2.74,1033
2850,0.62,Very Good,G,VS1,60.1,58.0,5.52,5.54,3.32,2161
1828,0.79,Premium,F,SI1,62.3,54.0,5.97,5.91,3.7,2862
11773,0.71,Very Good,G,SI1,63.2,58.0,5.68,5.65,3.58,2147
358,1.13,Very Good,E,SI1,62.7,57.0,6.62,6.65,4.16,4922
1330,1.83,Ideal,H,SI1,61.5,56.0,7.87,7.81,4.82,15032
1719,0.31,Ideal,D,VS2,62.2,54.0,4.34,4.31,2.69,942
9942,0.79,Good,G,SI1,63.6,57.0,5.86,5.84,3.72,2726
15079,0.73,Premium,I,VVS2,61.5,58.0,5.78,5.73,3.54,2351
11720,0.9,Very Good,G,SI1,63.1,59.0,6.15,6.11,3.87,3669
22831,0.54,Very Good,D,SI1,62.0,55.0,5.21,5.24,3.24,1662
18630,0.4,Ideal,D,SI1,61.3,57.0,4.74,4.79,2.92,726
20102,0.9,Very Good,I,VS2,62.1,61.0,6.08,6.12,3.79,3535
1197,0.55,Premium,J,SI1,60.5,59.0,5.33,5.28,3.21,1348
16276,0.73,Premium,F,SI1,59.3,61.0,5.85,5.82,3.46,2346
5049,0.4,Very Good,D,VS2,62.3,60.0,4.66,4.68,2.91,850
25593,0.87,Ideal,G,I1,61.5,57.0,6.09,6.04,3.73,1827
3656,0.77,Very Good,F,SI1,59.6,60.0,5.95,5.97,3.55,3044
2099,0.7,Fair,H,SI1,,59.0,5.54,5.5,3.59,1803
26754,0.53,Ideal,F,VVS2,62.0,57.0,5.17,5.2,3.21,2177
18401,1.28,Premium,J,SI1,61.9,56.0,7.13,7.0,4.37,5290
17847,0.56,Ideal,F,SI1,61.4,57.0,5.3,5.28,3.25,1441
8722,0.9,Very Good,F,SI2,60.3,57.0,6.27,6.34,3.8,3519
6968,0.51,Premium,F,VS2,62.7,59.0,5.04,5.07,3.17,1402
2791,0.54,Ideal,E,SI1,61.3,56.0,5.22,5.25,3.21,1422
12544,0.41,Ideal,F,VS1,62.0,56.0,4.77,4.81,2.97,1007
21650,0.3,Very Good,F,VS1,59.8,60.0,4.39,4.31,2.6,640
8711,0.31,Premium,F,SI1,62.7,58.0,4.31,4.33,2.71,516
6006,0.7,Ideal,E,VS1,62.3,54.0,5.67,5.71,3.54,3345
6716,0.24,Very Good,G,VS1,61.2,56.0,4.0,4.03,2.46,391
